PlanId,PlanName,DesignId,Run,Tags,Output
PJ_P1_Nav_promote_net,P1 networker opens Promoter phase,D1,Y,Journey;qoa_web_live;Regression;P1;Nav;Promoter;networker,pj_p1_promote_networker_nav
PReuse_J_P2_Shell_Client,Journey shell P2 as Creator,D2,Y,Journey;Reuse;P2;client,shell_p2_client
PJ_P2_Nav_build_cli,P2 client opens Build phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Build;client,pj_p2_build_client_nav
PJ_P2_Nav_run_cli,P2 client opens Run phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Run;client,pj_p2_run_client_nav
PJ_P2_Nav_analyze_cli,P2 client opens Analyze phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Analyze;client,pj_p2_analyze_client_nav
PJ_P2_Nav_heal_cli,P2 client opens Heal phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Heal;client,pj_p2_heal_client_nav
PJ_P2_Nav_loop_cli,P2 client opens Loop phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Loop;client,pj_p2_loop_client_nav
PJ_P2_Nav_brahl_cli,P2 client opens BRAHL phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;BRAHL;client,pj_p2_brahl_client_nav
PJ_P2_Nav_atomic77_cli,P2 client opens Atomic77 phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Atomic77;client,pj_p2_atomic77_client_nav
PJ_P2_Nav_cost_cli,P2 client opens Cost phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Cost;client,pj_p2_cost_client_nav
PReuse_J_P2_Shell_Consultant,Journey shell P2 as Hunter,D2,Y,Journey;Reuse;P2;consultant,shell_p2_consultant
PJ_P2_Nav_build_con,P2 consultant opens Build phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Build;consultant,pj_p2_build_consultant_nav
PJ_P2_Nav_run_con,P2 consultant opens Run phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Run;consultant,pj_p2_run_consultant_nav
PJ_P2_Nav_analyze_con,P2 consultant opens Analyze phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Analyze;consultant,pj_p2_analyze_consultant_nav
PJ_P2_Nav_heal_con,P2 consultant opens Heal phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Heal;consultant,pj_p2_heal_consultant_nav
PJ_P2_Nav_loop_con,P2 consultant opens Loop phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Loop;consultant,pj_p2_loop_consultant_nav
PJ_P2_Nav_brahl_con,P2 consultant opens BRAHL phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;BRAHL;consultant,pj_p2_brahl_consultant_nav
PJ_P2_Nav_atomic77_con,P2 consultant opens Atomic77 phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Atomic77;consultant,pj_p2_atomic77_consultant_nav
PJ_P2_Nav_cost_con,P2 consultant opens Cost phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Cost;consultant,pj_p2_cost_consultant_nav
PReuse_J_P2_Shell_Networker,Journey shell P2 as Networker,D2,Y,Journey;Reuse;P2;networker,shell_p2_networker
PJ_P2_Nav_atomic77_net,P2 networker opens Atomic77 phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Atomic77;networker,pj_p2_atomic77_networker_nav
PJ_P2_Nav_cost_net,P2 networker opens Cost phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Cost;networker,pj_p2_cost_networker_nav
PJ_P2_Nav_promote_net,P2 networker opens Promoter phase,D2,Y,Journey;qoa_web_live;Regression;P2;Nav;Promoter;networker,pj_p2_promote_networker_nav
PReuse_J_P3_Shell_Consultant,Journey shell P3 as Hunter,D3,Y,Journey;Reuse;P3;consultant,shell_p3_consultant
PJ_P3_Nav_build_con,P3 consultant opens Build phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Build;consultant,pj_p3_build_consultant_nav
PJ_P3_Nav_run_con,P3 consultant opens Run phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Run;consultant,pj_p3_run_consultant_nav
PJ_P3_Nav_analyze_con,P3 consultant opens Analyze phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Analyze;consultant,pj_p3_analyze_consultant_nav
PJ_P3_Nav_heal_con,P3 consultant opens Heal phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Heal;consultant,pj_p3_heal_consultant_nav
PJ_P3_Nav_loop_con,P3 consultant opens Loop phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Loop;consultant,pj_p3_loop_consultant_nav
PJ_P3_Nav_brahl_con,P3 consultant opens BRAHL phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;BRAHL;consultant,pj_p3_brahl_consultant_nav
PJ_P3_Nav_atomic77_con,P3 consultant opens Atomic77 phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Atomic77;consultant,pj_p3_atomic77_consultant_nav
PJ_P3_Nav_cost_con,P3 consultant opens Cost phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Cost;consultant,pj_p3_cost_consultant_nav
PReuse_J_P3_Shell_Networker,Journey shell P3 as Networker,D3,Y,Journey;Reuse;P3;networker,shell_p3_networker
PJ_P3_Nav_atomic77_net,P3 networker opens Atomic77 phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Atomic77;networker,pj_p3_atomic77_networker_nav
PJ_P3_Nav_cost_net,P3 networker opens Cost phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Cost;networker,pj_p3_cost_networker_nav
PJ_P3_Nav_promote_net,P3 networker opens Promoter phase,D3,Y,Journey;qoa_web_live;Regression;P3;Nav;Promoter;networker,pj_p3_promote_networker_nav
PReuse_J_P4_Shell_Consultant,Journey shell P4 as Hunter,D4,Y,Journey;Reuse;P4;consultant,shell_p4_consultant
PJ_P4_Nav_build_con,P4 consultant opens Build phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Build;consultant,pj_p4_build_consultant_nav
PJ_P4_Nav_run_con,P4 consultant opens Run phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Run;consultant,pj_p4_run_consultant_nav
PJ_P4_Nav_analyze_con,P4 consultant opens Analyze phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Analyze;consultant,pj_p4_analyze_consultant_nav
PJ_P4_Nav_heal_con,P4 consultant opens Heal phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Heal;consultant,pj_p4_heal_consultant_nav
PJ_P4_Nav_loop_con,P4 consultant opens Loop phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Loop;consultant,pj_p4_loop_consultant_nav
PJ_P4_Nav_brahl_con,P4 consultant opens BRAHL phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;BRAHL;consultant,pj_p4_brahl_consultant_nav
PJ_P4_Nav_atomic77_con,P4 consultant opens Atomic77 phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Atomic77;consultant,pj_p4_atomic77_consultant_nav
PJ_P4_Nav_cost_con,P4 consultant opens Cost phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Cost;consultant,pj_p4_cost_consultant_nav
PReuse_J_P4_Shell_Networker,Journey shell P4 as Networker,D4,Y,Journey;Reuse;P4;networker,shell_p4_networker
PJ_P4_Nav_atomic77_net,P4 networker opens Atomic77 phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Atomic77;networker,pj_p4_atomic77_networker_nav
PJ_P4_Nav_cost_net,P4 networker opens Cost phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Cost;networker,pj_p4_cost_networker_nav
PJ_P4_Nav_promote_net,P4 networker opens Promoter phase,D4,Y,Journey;qoa_web_live;Regression;P4;Nav;Promoter;networker,pj_p4_promote_networker_nav
PReuse_J_P5_Shell_Client,Journey shell P5 as Creator,D5,Y,Journey;Reuse;P5;client,shell_p5_client
PJ_P5_Nav_build_cli,P5 client opens Build phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Build;client,pj_p5_build_client_nav
PJ_P5_Nav_run_cli,P5 client opens Run phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Run;client,pj_p5_run_client_nav
PJ_P5_Nav_analyze_cli,P5 client opens Analyze phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Analyze;client,pj_p5_analyze_client_nav
PJ_P5_Nav_heal_cli,P5 client opens Heal phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Heal;client,pj_p5_heal_client_nav
PJ_P5_Nav_loop_cli,P5 client opens Loop phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Loop;client,pj_p5_loop_client_nav
PJ_P5_Nav_brahl_cli,P5 client opens BRAHL phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;BRAHL;client,pj_p5_brahl_client_nav
PJ_P5_Nav_atomic77_cli,P5 client opens Atomic77 phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Atomic77;client,pj_p5_atomic77_client_nav
PJ_P5_Nav_cost_cli,P5 client opens Cost phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Cost;client,pj_p5_cost_client_nav
PReuse_J_P5_Shell_Networker,Journey shell P5 as Networker,D5,Y,Journey;Reuse;P5;networker,shell_p5_networker
PJ_P5_Nav_atomic77_net,P5 networker opens Atomic77 phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Atomic77;networker,pj_p5_atomic77_networker_nav
PJ_P5_Nav_cost_net,P5 networker opens Cost phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Cost;networker,pj_p5_cost_networker_nav
PJ_P5_Nav_promote_net,P5 networker opens Promoter phase,D5,Y,Journey;qoa_web_live;Regression;P5;Nav;Promoter;networker,pj_p5_promote_networker_nav
PReuse_J_P6_Shell_Client,Journey shell P6 as Creator,D6,Y,Journey;Reuse;P6;client,shell_p6_client
PJ_P6_Nav_build_cli,P6 client opens Build phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Build;client,pj_p6_build_client_nav
PJ_P6_Nav_run_cli,P6 client opens Run phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Run;client,pj_p6_run_client_nav
PJ_P6_Nav_analyze_cli,P6 client opens Analyze phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Analyze;client,pj_p6_analyze_client_nav
PJ_P6_Nav_heal_cli,P6 client opens Heal phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Heal;client,pj_p6_heal_client_nav
PJ_P6_Nav_loop_cli,P6 client opens Loop phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Loop;client,pj_p6_loop_client_nav
PJ_P6_Nav_brahl_cli,P6 client opens BRAHL phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;BRAHL;client,pj_p6_brahl_client_nav
PJ_P6_Nav_atomic77_cli,P6 client opens Atomic77 phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Atomic77;client,pj_p6_atomic77_client_nav
PJ_P6_Nav_cost_cli,P6 client opens Cost phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Cost;client,pj_p6_cost_client_nav
PReuse_J_P6_Shell_Consultant,Journey shell P6 as Hunter,D6,Y,Journey;Reuse;P6;consultant,shell_p6_consultant
PJ_P6_Nav_build_con,P6 consultant opens Build phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Build;consultant,pj_p6_build_consultant_nav
PJ_P6_Nav_run_con,P6 consultant opens Run phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Run;consultant,pj_p6_run_consultant_nav
PJ_P6_Nav_analyze_con,P6 consultant opens Analyze phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Analyze;consultant,pj_p6_analyze_consultant_nav
PJ_P6_Nav_heal_con,P6 consultant opens Heal phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Heal;consultant,pj_p6_heal_consultant_nav
PJ_P6_Nav_loop_con,P6 consultant opens Loop phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Loop;consultant,pj_p6_loop_consultant_nav
PJ_P6_Nav_brahl_con,P6 consultant opens BRAHL phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;BRAHL;consultant,pj_p6_brahl_consultant_nav
PJ_P6_Nav_atomic77_con,P6 consultant opens Atomic77 phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Atomic77;consultant,pj_p6_atomic77_consultant_nav
PJ_P6_Nav_cost_con,P6 consultant opens Cost phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Cost;consultant,pj_p6_cost_consultant_nav
PReuse_J_P6_Shell_Networker,Journey shell P6 as Networker,D6,Y,Journey;Reuse;P6;networker,shell_p6_networker
PJ_P6_Nav_atomic77_net,P6 networker opens Atomic77 phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Atomic77;networker,pj_p6_atomic77_networker_nav
PJ_P6_Nav_cost_net,P6 networker opens Cost phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Cost;networker,pj_p6_cost_networker_nav
PJ_P6_Nav_promote_net,P6 networker opens Promoter phase,D6,Y,Journey;qoa_web_live;Regression;P6;Nav;Promoter;networker,pj_p6_promote_networker_nav
PReuse_J_P7_Shell_Client,Journey shell P7 as Creator,D7,Y,Journey;Reuse;P7;client,shell_p7_client
PJ_P7_Nav_build_cli,P7 client opens Build phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Build;client,pj_p7_build_client_nav
PJ_P7_Nav_run_cli,P7 client opens Run phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Run;client,pj_p7_run_client_nav
PJ_P7_Nav_analyze_cli,P7 client opens Analyze phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Analyze;client,pj_p7_analyze_client_nav
PJ_P7_Nav_heal_cli,P7 client opens Heal phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Heal;client,pj_p7_heal_client_nav
PJ_P7_Nav_loop_cli,P7 client opens Loop phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Loop;client,pj_p7_loop_client_nav
PJ_P7_Nav_brahl_cli,P7 client opens BRAHL phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;BRAHL;client,pj_p7_brahl_client_nav
PJ_P7_Nav_atomic77_cli,P7 client opens Atomic77 phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Atomic77;client,pj_p7_atomic77_client_nav
PJ_P7_Nav_cost_cli,P7 client opens Cost phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Cost;client,pj_p7_cost_client_nav
PReuse_J_P7_Shell_Networker,Journey shell P7 as Networker,D7,Y,Journey;Reuse;P7;networker,shell_p7_networker
PJ_P7_Nav_atomic77_net,P7 networker opens Atomic77 phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Atomic77;networker,pj_p7_atomic77_networker_nav
PJ_P7_Nav_cost_net,P7 networker opens Cost phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Cost;networker,pj_p7_cost_networker_nav
PJ_P7_Nav_promote_net,P7 networker opens Promoter phase,D7,Y,Journey;qoa_web_live;Regression;P7;Nav;Promoter;networker,pj_p7_promote_networker_nav
PReuse_J_P8_Shell_Consultant,Journey shell P8 as Hunter,D8,Y,Journey;Reuse;P8;consultant,shell_p8_consultant
PJ_P8_Nav_build_con,P8 consultant opens Build phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Build;consultant,pj_p8_build_consultant_nav
PJ_P8_Nav_run_con,P8 consultant opens Run phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Run;consultant,pj_p8_run_consultant_nav
PJ_P8_Nav_analyze_con,P8 consultant opens Analyze phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Analyze;consultant,pj_p8_analyze_consultant_nav
PJ_P8_Nav_heal_con,P8 consultant opens Heal phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Heal;consultant,pj_p8_heal_consultant_nav
PJ_P8_Nav_loop_con,P8 consultant opens Loop phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Loop;consultant,pj_p8_loop_consultant_nav
PJ_P8_Nav_brahl_con,P8 consultant opens BRAHL phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;BRAHL;consultant,pj_p8_brahl_consultant_nav
PJ_P8_Nav_atomic77_con,P8 consultant opens Atomic77 phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Atomic77;consultant,pj_p8_atomic77_consultant_nav
PJ_P8_Nav_cost_con,P8 consultant opens Cost phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Cost;consultant,pj_p8_cost_consultant_nav
PReuse_J_P8_Shell_Networker,Journey shell P8 as Networker,D8,Y,Journey;Reuse;P8;networker,shell_p8_networker
PJ_P8_Nav_atomic77_net,P8 networker opens Atomic77 phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Atomic77;networker,pj_p8_atomic77_networker_nav
PJ_P8_Nav_cost_net,P8 networker opens Cost phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Cost;networker,pj_p8_cost_networker_nav
PJ_P8_Nav_promote_net,P8 networker opens Promoter phase,D8,Y,Journey;qoa_web_live;Regression;P8;Nav;Promoter;networker,pj_p8_promote_networker_nav
PReuse_J_P9_Shell_Client,Journey shell P9 as Creator,D9,Y,Journey;Reuse;P9;client,shell_p9_client
PJ_P9_Nav_build_cli,P9 client opens Build phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Build;client,pj_p9_build_client_nav
PJ_P9_Nav_run_cli,P9 client opens Run phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Run;client,pj_p9_run_client_nav
PJ_P9_Nav_analyze_cli,P9 client opens Analyze phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Analyze;client,pj_p9_analyze_client_nav
PJ_P9_Nav_heal_cli,P9 client opens Heal phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Heal;client,pj_p9_heal_client_nav
PJ_P9_Nav_loop_cli,P9 client opens Loop phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Loop;client,pj_p9_loop_client_nav
PJ_P9_Nav_brahl_cli,P9 client opens BRAHL phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;BRAHL;client,pj_p9_brahl_client_nav
PJ_P9_Nav_atomic77_cli,P9 client opens Atomic77 phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Atomic77;client,pj_p9_atomic77_client_nav
PJ_P9_Nav_cost_cli,P9 client opens Cost phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Cost;client,pj_p9_cost_client_nav
PReuse_J_P9_Shell_Networker,Journey shell P9 as Networker,D9,Y,Journey;Reuse;P9;networker,shell_p9_networker
PJ_P9_Nav_atomic77_net,P9 networker opens Atomic77 phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Atomic77;networker,pj_p9_atomic77_networker_nav
PJ_P9_Nav_cost_net,P9 networker opens Cost phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Cost;networker,pj_p9_cost_networker_nav
PJ_P9_Nav_promote_net,P9 networker opens Promoter phase,D9,Y,Journey;qoa_web_live;Regression;P9;Nav;Promoter;networker,pj_p9_promote_networker_nav
PJ_P1_Head_build_cli,P1 client Build panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Build;client,pj_p1_build_head
PJ_P1_Head_run_cli,P1 client Run panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Run;client,pj_p1_run_head
PJ_P1_Head_analyze_cli,P1 client Analyze panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Analyze;client,pj_p1_analyze_head
PJ_P1_Head_heal_cli,P1 client Heal panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Heal;client,pj_p1_heal_head
PJ_P1_Head_loop_cli,P1 client Loop panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Loop;client,pj_p1_loop_head
PJ_P1_Head_brahl_cli,P1 client BRAHL panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;BRAHL;client,pj_p1_brahl_head
PJ_P1_Head_atomic77_cli,P1 client Atomic77 panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Atomic77;client,pj_p1_atomic77_head
PJ_P1_Head_cost_cli,P1 client Cost panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Cost;client,pj_p1_cost_head
PJ_P1_Head_atomic77_net,P1 networker Atomic77 panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Atomic77;networker,pj_p1_atomic77_head
PJ_P1_Head_cost_net,P1 networker Cost panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Cost;networker,pj_p1_cost_head
PJ_P1_Head_promote_net,P1 networker Promote panel heading,D1,Y,Journey;qoa_web_live;Regression;P1;Panel;Promote;networker,pj_p1_promote_head
PJ_P2_Head_build_cli,P2 client Build panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Build;client,pj_p2_build_head
PJ_P2_Head_run_cli,P2 client Run panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Run;client,pj_p2_run_head
PJ_P2_Head_analyze_cli,P2 client Analyze panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Analyze;client,pj_p2_analyze_head
PJ_P2_Head_heal_cli,P2 client Heal panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Heal;client,pj_p2_heal_head
PJ_P2_Head_loop_cli,P2 client Loop panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Loop;client,pj_p2_loop_head
PJ_P2_Head_brahl_cli,P2 client BRAHL panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;BRAHL;client,pj_p2_brahl_head
PJ_P2_Head_atomic77_cli,P2 client Atomic77 panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Atomic77;client,pj_p2_atomic77_head
PJ_P2_Head_cost_cli,P2 client Cost panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Cost;client,pj_p2_cost_head
PJ_P2_Head_build_con,P2 consultant Build panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Build;consultant,pj_p2_build_head
PJ_P2_Head_run_con,P2 consultant Run panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Run;consultant,pj_p2_run_head
PJ_P2_Head_analyze_con,P2 consultant Analyze panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Analyze;consultant,pj_p2_analyze_head
PJ_P2_Head_heal_con,P2 consultant Heal panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Heal;consultant,pj_p2_heal_head
PJ_P2_Head_loop_con,P2 consultant Loop panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Loop;consultant,pj_p2_loop_head
PJ_P2_Head_brahl_con,P2 consultant BRAHL panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;BRAHL;consultant,pj_p2_brahl_head
PJ_P2_Head_atomic77_con,P2 consultant Atomic77 panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Atomic77;consultant,pj_p2_atomic77_head
PJ_P2_Head_cost_con,P2 consultant Cost panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Cost;consultant,pj_p2_cost_head
PJ_P2_Head_atomic77_net,P2 networker Atomic77 panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Atomic77;networker,pj_p2_atomic77_head
PJ_P2_Head_cost_net,P2 networker Cost panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Cost;networker,pj_p2_cost_head
PJ_P2_Head_promote_net,P2 networker Promote panel heading,D2,Y,Journey;qoa_web_live;Regression;P2;Panel;Promote;networker,pj_p2_promote_head
PReuse_J_P3_Shell_Client,Journey shell P3 as Creator,D3,Y,Journey;Reuse;P3;client,shell_p3_client
PJ_P3_Head_build_cli,P3 client Build panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Build;client,pj_p3_build_head
PJ_P3_Head_run_cli,P3 client Run panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Run;client,pj_p3_run_head
PJ_P3_Head_analyze_cli,P3 client Analyze panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Analyze;client,pj_p3_analyze_head
PJ_P3_Head_heal_cli,P3 client Heal panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Heal;client,pj_p3_heal_head
PJ_P3_Head_loop_cli,P3 client Loop panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Loop;client,pj_p3_loop_head
PJ_P3_Head_brahl_cli,P3 client BRAHL panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;BRAHL;client,pj_p3_brahl_head
PJ_P3_Head_atomic77_cli,P3 client Atomic77 panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Atomic77;client,pj_p3_atomic77_head
PJ_P3_Head_cost_cli,P3 client Cost panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Cost;client,pj_p3_cost_head
PJ_P3_Head_build_con,P3 consultant Build panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Build;consultant,pj_p3_build_head
PJ_P3_Head_run_con,P3 consultant Run panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Run;consultant,pj_p3_run_head
PJ_P3_Head_analyze_con,P3 consultant Analyze panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Analyze;consultant,pj_p3_analyze_head
PJ_P3_Head_heal_con,P3 consultant Heal panel heading,D3,Y,Journey;qoa_web_live;Regression;P3;Panel;Heal;consultant,pj_p3_heal_head
